# Translator documentation metadata, extracted from the ADD_TRANSLATOR
# macros and boot() listener declarations of LilyPond v2.27.2
# (commit 2d621459bd44cb1758f822a69757242eab843060), lily/*.cc.
#
# Upstream assembles this alist in Translator::static_translator_description
# (lily/translator.cc:126) from data that exists only at C++ compile time.
# The port's translators are C# classes, so the data is carried here and
# registered at CreateInterpreter -- see TranslatorDescriptionTable.cs.
#
# Columns: name, source, grobs-created, properties-read,
#          properties-written, events-accepted, description.
# Symbol lists are space separated; \n in a description is a newline.
#
# Regenerate with tools/table-extract/extract-translator-descriptions.py.
Grace_auto_beam_engraver	auto-beam-engraver.cc	Beam	autoBeaming		beam-forbid-event beam-break-event	Generates one autobeam group across an entire grace phrase.  As usual, any\nmanual beaming or @code{\\noBeam} will block autobeaming, just like setting the\ncontext property @samp{autoBeaming} to @code{##f}.
Grace_beam_engraver	beam-engraver.cc	Beam	beamMelismaBusy beatBase beatStructure subdivideBeams		beam-event	Handle @code{Beam} events by engraving beams.  If omitted, then notes are\nprinted with flags instead of beams.  Only engraves beams when we are at grace\npoints in time.
Grace_engraver	grace-engraver.cc		graceSettings			Set font size and other properties for grace notes.
Grace_spacing_engraver	grace-spacing-engraver.cc	GraceSpacing	currentMusicalColumn			Bookkeeping of shortest starting and playing notes in grace note runs.
Grid_line_span_engraver	grid-line-span-engraver.cc	GridLine				This engraver makes cross-staff lines: It catches all normal lines and draws a\nsingle span line across them.
Grid_point_engraver	grid-point-engraver.cc	GridPoint	gridInterval			Generate grid points.
Grob_pq_engraver	grob-pq-engraver.cc		busyGrobs	busyGrobs		Administrate when certain grobs (e.g., note heads) stop playing.
Horizontal_bracket_engraver	horizontal-bracket-engraver.cc	HorizontalBracket HorizontalBracketText			note-grouping-event	Create horizontal brackets over notes for musical analysis purposes.
Hyphen_engraver	hyphen-engraver.cc	LyricHyphen LyricSpace VowelTransition			hyphen-event vowel-transition-event	Create lyric hyphens, vowel transitions and distance constraints between words.
Instrument_name_engraver	instrument-name-engraver.cc	InstrumentName	currentCommandColumn instrumentName shortInstrumentName shortVocalName vocalName			Create a system start text for instrument or vocal names.
Instrument_switch_engraver	instrument-switch-engraver.cc	InstrumentSwitch	instrumentCueName			Create a cue text for taking instrument.\n\nThis engraver is deprecated.
Jump_engraver	jump-engraver.cc	JumpScript	codaMarkCount codaMarkFormatter dalSegnoTextFormatter finalFineTextVisibility fineText segnoMarkCount segnoMarkFormatter stavesFound		ad-hoc-jump-event dal-segno-event fine-event	This engraver creates instructions such as @emph{D.C.} and @emph{Fine}, placing\nthem vertically outside the set of staves given in the @code{stavesFound}\ncontext property.\n\nIf @code{Jump_@/engraver} is added or moved to another context,\n@iref{Staff_collecting_engraver} also needs to be there so that marks appear at\nthe intended Y@tie{}location.
Keep_alive_together_engraver	keep-alive-together-engraver.cc					This engraver collects all @code{Hara_kiri_group_spanner}s that are created in\ncontexts at or below its own.  These spanners are then tied together so that\none will be removed only if all are removed.  For example, if a\n@code{StaffGroup} uses this engraver, then the staves in the group will all be\nvisible as long as there is a note in at least one of them.
Key_engraver	key-engraver.cc	KeyCancellation KeySignature	createKeyOnClefChange explicitKeySignatureVisibility extraNatural forbidBreak forceBreak keyAlterationOrder keyAlterations lastKeyAlterations printKeyCancellation middleCClefPosition	keyAlterations lastKeyAlterations tonic	key-change-event	Engrave a key signature.
Key_performer	key-performer.cc		instrumentTransposition		key-change-event	
Kievan_ligature_engraver	kievan-ligature-engraver.cc	KievanLigature			ligature-event	Handle @code{Kievan_ligature_events} by glueing Kievan heads together.
Laissez_vibrer_engraver	laissez-vibrer-engraver.cc	LaissezVibrerTie LaissezVibrerTieColumn			laissez-vibrer-event	Create laissez vibrer items.
Ledger_line_engraver	ledger-line-engraver.cc	LedgerLineSpanner				Create the spanner to draw ledger lines, and notices objects that need ledger\nlines.
Ligature_bracket_engraver	ligature-bracket-engraver.cc	LigatureBracket			ligature-event	Handle @code{Ligature_events} by engraving @code{Ligature} brackets.
Lyric_engraver	lyric-engraver.cc	LyricText	ignoreMelismata lyricMelismaAlignment searchForVoice		lyric-event	Engrave text for lyrics.
Lyric_performer	lyric-performer.cc				lyric-event	
Mark_engraver	mark-engraver.cc	CodaMark RehearsalMark SectionLabel SegnoMark	codaMarkFormatter currentPerformanceMarkEvent currentRehearsalMarkEvent rehearsalMarkFormatter segnoMarkFormatter stavesFound			This engraver creates rehearsal marks, segno and coda marks, and section\nlabels.\n\n@code{Mark_@/engraver} creates marks, formats them, and places them vertically\noutside the set of staves given in the @code{stavesFound} context property.\n\nIf @code{Mark_@/engraver} is added or moved to another context,\n@iref{Staff_collecting_engraver} also needs to be there so that marks appear at\nthe intended Y@tie{}location.\n\nBy default, @code{Mark_@/engravers} in multiple contexts create a common\nsequence of marks chosen by the @code{Score}-level\n@iref{Mark_tracking_translator}.  If independent sequences are desired,\nmultiple @code{Mark_tracking_translators} must be used.
Mark_performer	mark-performer.cc		currentPerformanceMarkEvent currentRehearsalMarkEvent			This performer emits MIDI markers for rehearsal marks, segno and coda marks,\nand section labels.  The MIDI markers are derived from markup that is generated\nas in the @code{Mark_@/engraver}.
Mark_tracking_translator	mark-tracking-translator.cc		codaMarkCount rehearsalMark segnoMarkCount	codaMarkCount currentPerformanceMarkEvent currentRehearsalMarkEvent rehearsalMark segnoMarkCount	ad-hoc-mark-event coda-mark-event rehearsal-mark-event section-label-event segno-mark-event	This translator chooses which marks @code{Mark_engraver} should engrave.
Melody_engraver	melody-engraver.cc	MelodyItem	currentBarLine suspendMelodyDecisions			Create information for context dependent typesetting decisions.
Mensural_ligature_engraver	mensural-ligature-engraver.cc	MensuralLigature			ligature-event	Handle @code{Mensural_ligature_events} by glueing special ligature heads\ntogether.
Metronome_mark_engraver	metronome-engraver.cc	MetronomeMark	currentCommandColumn currentMusicalColumn metronomeMarkFormatter stavesFound tempoHideNote		tempo-change-event	Engrave metronome marking.  This delegates the formatting work to the function\nin the @code{metronomeMarkFormatter} property.  The mark is put over all\nstaves.  The staves are taken from the @code{stavesFound} property, which is\nmaintained by @iref{Staff_collecting_engraver}.
Midi_control_change_performer	midi-cc-performer.cc		midiBalance midiPanPosition midiExpression midiReverbLevel midiChorusLevel			This performer listens to SetProperty events on context properties for\ngenerating MIDI control changes and prepares them for MIDI output.
Multi_measure_rest_engraver	multi-measure-rest-engraver.cc	MultiMeasureRest MultiMeasureRestNumber MultiMeasureRestText MultiMeasureRestScript	internalBarNumber restNumberThreshold currentCommandColumn measureStartNow		multi-measure-rest-event multi-measure-text-event multi-measure-articulation-event	Engrave multi-measure rests that are produced with @samp{R}.  It reads\n@code{measureStartNow} and @code{internalBarNumber} to determine what number to\nprint over the @iref{MultiMeasureRest}.
New_fingering_engraver	new-fingering-engraver.cc	Fingering StringNumber StrokeFinger Script	fingeringOrientations harmonicDots strokeFingerOrientations stringNumberOrientations			Create fingering scripts for notes in a new chord.  This engraver is ill-named,\nsince it also takes care of articulations and harmonic note heads.
Non_musical_script_column_engraver	non-musical-script-column-engraver.cc	ScriptColumn				Find potentially colliding non-musical scripts and put them into a\n@code{ScriptColumn} object; that will fix the collisions.
Note_head_line_engraver	note-head-line-engraver.cc	VoiceFollower	followVoice			Engrave a line between two note heads in a staff switch if @code{followVoice}\nis set.
Note_heads_engraver	note-heads-engraver.cc	ApproximatePitchNoteHead NoteHead	middleCPosition staffLineLayoutFunction		note-event	Generate note heads.
Note_name_engraver	note-name-engraver.cc	NoteName	noteNameFunction noteNameSeparator printAccidentalNames printNotesLanguage printOctaveNames		note-event	Print pitches as words.
Note_performer	note-performer.cc				note-event breathing-event tie-event articulation-event	
Note_spacing_engraver	note-spacing-engraver.cc	NoteSpacing				Generate @code{NoteSpacing}, an object linking horizontal lines for use in\nspacing.
Ottava_spanner_engraver	ottava-engraver.cc	OttavaBracket	middleCOffset ottavation currentMusicalColumn		ottava-event	Create a text spanner when the ottavation property changes.
Page_turn_engraver	page-turn-engraver.cc		currentBarLine pageTurnMinimumRestLength pageTurnMinimumRepeatLength		break-event	Decide where page turns are allowed to go.
Paper_column_engraver	paper-column-engraver.cc	PaperColumn NonMusicalPaperColumn	forbidBreak	forbidBreak forceBreak currentCommandColumn currentMusicalColumn	break-event label-event	Take care of generating columns.\n\nThis engraver decides whether a column is breakable.  The default is that a\ncolumn is always breakable.  However, every @code{Bar_engraver} that does not\nhave a barline at a certain point will set @code{forbidBreaks} in the score\ncontext to stop line breaks.  In practice, this means that you can make a break\npoint by creating a bar line (assuming that there are no beams or notes that\nprevent a break point).
Parenthesis_engraver	parenthesis-engraver.cc	Parentheses				Parenthesize objects whose @code{parenthesize} property is @code{#t}.
Part_combine_engraver	part-combine-engraver.cc	CombineTextScript	printPartCombineTexts partCombineTextsOnNote soloText soloIIText aDueText		part-combine-event note-event	Part combine engraver for orchestral scores: Print markings @q{a2}, @q{Solo},\n@q{Solo II}, and @q{unisono}.
Percent_repeat_engraver	percent-repeat-engraver.cc	PercentRepeat PercentRepeatCounter	countPercentRepeats currentCommandColumn repeatCountVisibility		percent-event	Make whole measure repeats.
Phrasing_slur_engraver	phrasing-slur-engraver.cc	PhrasingSlur			note-event phrasing-slur-event	Print phrasing slurs.  Similar to @iref{Slur_engraver}.
Piano_pedal_align_engraver	piano-pedal-align-engraver.cc	SostenutoPedalLineSpanner SustainPedalLineSpanner UnaCordaPedalLineSpanner	currentCommandColumn			Align piano pedal symbols and brackets.
Piano_pedal_engraver	piano-pedal-engraver.cc	PianoPedalBracket SostenutoPedal SustainPedal UnaCordaPedal	currentCommandColumn pedalSostenutoStrings pedalSostenutoStyle pedalSustainStrings pedalSustainStyle pedalUnaCordaStrings pedalUnaCordaStyle		sostenuto-event sustain-event una-corda-event	Engrave piano pedal symbols and brackets.
Piano_pedal_performer	piano-pedal-performer.cc				sostenuto-event sustain-event una-corda-event	
Pitch_squash_engraver	pitch-squash-engraver.cc		squashedPosition			Set the vertical position of note heads to @code{squashedPosition}, if that\nproperty is set.  This can be used to make a single-line staff demonstrating\nthe rhythm of a melody.
Pitched_trill_engraver	pitched-trill-engraver.cc	TrillPitchHead TrillPitchAccidental TrillPitchGroup TrillPitchParentheses				Print the bracketed note head after a note head with trill.
Pure_from_neighbor_engraver	pure-from-neighbor-engraver.cc					Coordinates items that get their pure heights from their neighbors.
Repeat_acknowledge_engraver	repeat-acknowledge-engraver.cc			repeatCommands	volta-repeat-end-event volta-repeat-start-event	This engraver augments @code{repeatCommands} with @code{start-repeat} and\n@code{end-repeat} entries based on received events.  This is internal behavior\nthat allows simplifying other engravers that must support both @code{\\repeat\nvolta} and manual repeats.\n\nThis engraver also resets @code{repeatCommands} at the beginning of each time\nstep.  This is user-facing behavior: it allows setting a value for the current\ntime step simply with @code{\\set} rather than requiring @code{\\once \\set}.
Repeat_tie_engraver	repeat-tie-engraver.cc	RepeatTie RepeatTieColumn			repeat-tie-event	Create repeat ties.
Rest_collision_engraver	rest-collision-engraver.cc	RestCollision	busyGrobs			Handle collisions of rests.
Rest_engraver	rest-engraver.cc	Rest	middleCPosition		rest-event	Engrave rests.
Rhythmic_column_engraver	rhythmic-column-engraver.cc	NoteColumn				Generate @code{NoteColumn}, an object that groups stems, note heads, and rests.
Script_column_engraver	script-column-engraver.cc	ScriptColumn				Find potentially colliding scripts and put them into a @code{ScriptColumn}\nobject; that will fix the collisions.
Script_engraver	script-engraver.cc	Script	scriptDefinitions		articulation-event	Handle note scripted articulations.
Script_row_engraver	script-row-engraver.cc	ScriptRow				Determine order in horizontal side position elements.
Separating_line_group_engraver	separating-line-group-engraver.cc	StaffSpacing	createSpacing	hasStaffSpacing		Generate objects for computing spacing parameters.
Slash_repeat_engraver	slash-repeat-engraver.cc	DoubleRepeatSlash RepeatSlash			repeat-slash-event	Make beat repeats.
Slur_engraver	slur-engraver.cc	Slur	slurMelismaBusy doubleSlurs		slur-event note-event	Build slur grobs from slur events.
Slur_performer	slur-performer.cc				slur-event	
Spacing_engraver	spacing-engraver.cc	SpacingSpanner	currentMusicalColumn currentCommandColumn proportionalNotationDuration		spacing-section-event	Make a @code{SpacingSpanner} and do bookkeeping of shortest starting and\nplaying notes.
Span_arpeggio_engraver	span-arpeggio-engraver.cc	Arpeggio ChordBracket ChordSlur	connectArpeggios connectChordBrackets connectChordSlurs			Make arpeggios, non-arpeggiato brackets, and vertical slurs spanning multiple\nstaves.
Span_bar_engraver	span-bar-engraver.cc	SpanBar				Make cross-staff bar lines: It catches all normal bar lines and draws a single\nspan bar across them.
Span_bar_stub_engraver	span-bar-stub-engraver.cc	SpanBarStub				Make stubs for span bars in all contexts that the span bars cross.
Spanner_break_forbid_engraver	spanner-break-forbid-engraver.cc					Forbid breaks in certain spanners.
Staff_collecting_engraver	staff-collecting-engraver.cc		stavesFound	stavesFound		Maintain the @code{stavesFound} variable.
Staff_performer	staff-performer.cc		midiChannelMapping midiMergeUnisons midiSkipOffset			
Staff_symbol_engraver	staff-symbol-engraver.cc	StaffSymbol			staff-span-event	Create the constellation of five (default) staff lines.
Stem_engraver	stem-engraver.cc	Flag Stem StemStub StemTremolo	currentBarLine stemLeftBeamCount stemRightBeamCount		tremolo-event	Create stems, flags and single-stem tremolos.  It also works together with the\nbeam engraver for overriding beaming.
System_start_delimiter_engraver	system-start-delimiter-engraver.cc	SystemStartSquare SystemStartBrace SystemStartBracket SystemStartBar	systemStartDelimiter systemStartDelimiterHierarchy currentCommandColumn			Create a system start delimiter (i.e., a @code{SystemStartBar},\n@code{SystemStartBrace}, @code{SystemStartBracket} or @code{SystemStartSquare}\nspanner).
Tab_note_heads_engraver	tab-note-heads-engraver.cc	TabNoteHead	defaultStrings fretLabels highStringOne maximumFretStretch middleCPosition minimumFret noteToFretFunction stringOneTopmost stringTunings tablatureFormat tabStaffLineLayoutFunction		note-event string-number-event fingering-event	Generate one or more tablature note heads from event of type @code{NoteEvent}.
Tab_staff_symbol_engraver	tab-staff-symbol-engraver.cc	StaffSymbol	stringTunings			Create a tablature staff symbol, but look at @code{stringTunings} for the\nnumber of lines.
Tempo_performer	tempo-performer.cc		tempoWholesPerMinute		tempo-change-event tempo-gradual-change-event	
Text_engraver	text-engraver.cc	TextScript			text-script-event	Create text scripts.
Text_spanner_engraver	text-spanner-engraver.cc	TextSpanner	currentMusicalColumn		text-span-event	Create text spanner from an event.
Tie_engraver	tie-engraver.cc	Tie TieColumn	skipTypesetting tieWaitForNote	tieMelismaBusy	tie-event	Generate ties between note heads of equal pitch.
Tie_performer	tie-performer.cc		tieWaitForNote	tieMelismaBusy	tie-event	Generate ties between note heads of equal pitch.
Time_signature_engraver	time-signature-engraver.cc	TimeSignature	initialTimeSignatureVisibility partialBusy timeSignature		polymetric-time-signature-event reference-time-signature-event	Create a @iref{TimeSignature} whenever @code{timeSignature} changes.
Time_signature_performer	time-signature-performer.cc		timeSignature		reference-time-signature-event	Creates a MIDI time signature whenever @code{timeSignature} changes or\na @code{\\time} command is issued.
Timing_translator	timing-translator.cc		alternativeNumberingStyle beatBase currentBarNumber internalBarNumber measureLength measurePosition timeSignature	alternativeNumber beatBase currentBarNumber internalBarNumber measureLength measurePosition measureStartNow timeSignature	alternative-event bar-event bar-check-event fine-event measure-length-change-event partial-event polymetric-time-signature-event	This engraver adds the alias @code{Timing} to its containing context.\nResponsible for synchronizing timing information from staves.  Normally in\n@code{Score}.  In order to create polyrhythmic music, this engraver should be\nremoved from @code{Score} and placed in @code{Staff}.
Tuplet_engraver	tuplet-engraver.cc	TupletBracket TupletNumber	tupletFullLength tupletFullLengthNote		tuplet-span-event	Catch tuplet events and generate appropriate bracket.
Tweak_engraver	tweak-engraver.cc					Read the @code{tweaks} property from the originating event, and set properties.
Vaticana_ligature_engraver	vaticana-ligature-engraver.cc	VaticanaLigature DotColumn			ligature-event	Handle ligatures by glueing special ligature heads together.
Vertical_align_engraver	vertical-align-engraver.cc	StaffGrouper VerticalAlignment	alignAboveContext alignBelowContext hasAxisGroup			Catch groups (staves, lyrics lines, etc.) and stack them vertically.
Volta_engraver	volta-engraver.cc	VoltaBracket VoltaBracketSpanner	currentCommandColumn printTrivialVoltaRepeats repeatCommands stavesFound		dal-segno-event fine-event volta-span-event	Make volta brackets.
